...1,id,reference,description,intern_A,intern_B,verdict
2484,2484,2021-161,"On 18 February, criminals kidnapped two fishermen. Two days later, seven criminals were  arrested by local coast guard forces in Hatia Upazila in Noakhali district. These criminals reportedly received a  ransom payment for the fishermen.",exclude,keep,
2490,2490,2021-241,"VENEZUELA: On 15 September, a single-handed yacht on passage from Curacao to Brazil was boarded by Spanish-speaking pirates about 13 NM north of the Paria Peninsula, near position 10-58N 062-38W. Initially two open boats with multiple large, new outboards and twenty men took control of the yacht. The pirates were all armed with automatic weapons and handguns. They beat the captain and forced his yacht close to shore in this remote and sparsely populated area. There was a well-established house/camp and other armed men visible ashore. Two additional boats and a total of 40 men then spent four hours threatening the captain with their weapons and ransacking the yacht while he was forced to circle close to shore. Eventually the pirates were satisfied they had taken all they wanted and the yacht proceeded on its voyage and made safe harbor in Chaguaramas, Trinidad. The captain was visited by the Trinidad and Tobago Coast Guard which took a full report.",keep,exclude,
2497,2497,2020-7,"NINE PERSONS IN A FISHING BOAT APPROACHED A TANKER UNDER TOW BY A TUG. TWO PERSONS BOARDED THE TANKER. THE MASTER OF THE TUG IMMEDIATELY REPORTED THE INCIDENT TO THE INDIAN COAST GUARD VIA VHF CH-16. A COAST GUARD SHIP RESPONDED, ARRIVED AT THE LOCATION, APPREHENDED THE NINE PERSONS AND HANDED THEM OVER TO THE MARINE POLICE FOR FURTHER LEGAL ACTION",exclude,keep,
2502,2502,2020-155,"On 1 March, a merchant vessel reported a suspicious approach in position 24:43N - 057:38E. Two skiffs approached and circled the vessel. A coalition warship was in the vicinity, and upon its approach, the two skiffs departed. The vessel and crew are safe.",keep,exclude,
2504,2504,2023-168,"MALAYSIA: On 18 October at 1030 local time, an unknown number of robbers boarded the berthed Singapore-flagged container ship MAERSK VALENCIA at Sandakan Port, near position 05-48N 118-05E and stole an outboard engine. The ship reported that the crew were safe.",exclude,keep,
2518,2518,2021-62,"NIGERIA: On 30 November, criminals attacked and boarded a passenger boat transiting from Port Harcourt to Bonny, near Okrika, at position 04-43N — 007-01E. The criminals robbed the passengers and kidnapped two of the passengers before departing. The criminals killed one passenger during the attack.",exclude,keep,
2526,2526,2020-76,"On 30 December, Iran detained a ship purportedly carrying smuggled fuel near the entrance to the Strait of Hormuz according to state-run Islamic Republic News Agency. Sixteen Malaysian crew members were detained. According to the Iranian state media, the tanker was intercepted near Abu Musa island transporting 1.3 million liters of smuggled fuel or the equivalent of 8,000 barrels.",keep,exclude,
2530,2530,2023-8,"MALAYSIA: On 5 January at 1452 local time, ten perpetrators boarded the barge SINHIN 6 while under tow by Malaysia-flagged tugboat SINHIN 5 near position 01-19N 104-17E in the westbound lane in the Singapore Strait Traffic Separation Scheme (TSS). At about 1510 local time, the robbers escaped with scrap metal. As the tug and barge continued their transit to Port Klang, the barge was boarded a second time at about 1650 local time by eight perpetrators. Again the robbers were able to escape with scrap metal. The crew was not injured during either incident.",keep,exclude,
2543,2543,2020-291,"On 1 October, one robber boarded a tanker berthed near position 06:21N - 010:47W, BMC Pier, Monrovia. A duty crew member on routine rounds saw the person on the forecastle and immediately informed the Duty officer. The alarm was raised and the local security guard was alerted. Seeing the crew's alertness, the robber escaped with stolen ship's stores. A search was made throughout the tanker. Incident reported to port authority and Coast Guard.",keep,exclude,
2557,2557,2024-3,"GULF OF ADEN: On 26 November at 0600 UTC, a vessel was approached by eight persons in military style clothing onboard two black and white craft 80 NM south of Aden, Yemen, near position 11-25N 045-03E. The craft approached to within 0.5 NM and were positioned on each quarter of the vessel. The master reported the vessel and all crew safe.",keep,exclude,
2562,2562,2020-289,"On 3 October, armed pirates attacked and boarded a passenger boat near position 04:54N 008: 1 5E, as the boat was transiting between Oron and Calabar, Cross River State. Reports state that during the incident the attackers injured several passengers and critically injured two with gunshot wounds, before robbing them of their belongings.",exclude,keep,
2570,2570,2022-135,"GULF OF ADEN: On 17 May, at 1950 local time, an underway tanker reported a suspicious approach by two skiffs approximately 65 NM south of Aden, Yemen, near position 11-51N 045-03E. The tanker executed evasive maneuvers and eventually the two skiffs left the area. The two skiffs reportedly approached to within 100 meters. The vessel and crew were reported safe.",keep,exclude,
2600,2600,2020-160,"On 6 March at 1430LT, robbers boarded the Singapore-flagged barge ANTARA KOH 18 in tow by the Indonesia-flagged tug CAPITOL T2001. At the time of the boarding, the tug and barge were anchored off Chittagong at 22:03N - 091:24E while a crane was being installed on the barge. The robbers stole the datalogger display and cut the safety system wiring. Batteries, diesel fuel, and hydraulic fluid were also stolen. The tugboat crew contacted a passing Coast Guard vessel via VHF. The Coast Guard subsequently took action to apprehend the robbers.",keep,exclude,
2611,2611,2020-33,"On 17 January, robbers boarded a sailing yacht anchored in Road Bay, ransacked the interior, and stole personal electronics and other valuables. Police investigators indicated that similar events had recently occurred at the anchorage area.",keep,exclude,
2641,2641,2021-95,"On 20 April, a single skiff approached a container ship approximately 200 NM south of Lagos, Nigeria, near position 03:01 N — 003:16E at 18:58 local time. The skiff closed to within 0.5 NM of the vessel but was unable to carry out a boarding due to evasive maneuvers carried out by the master.",exclude,keep,
2648,2648,2024-50,"RED SEA: On 30 December at 2017 UTC, two possible unmanned aerial vehicles (UAVs) fired on an underway vessel 48 NM southwest of Hodeida, Yemen, near position 14-21N 042-15E. The UAVs were not detected by the vessel’s radar, were flying at low altitude, and were identified visually prior to rounds being fired approximately 3 NM from the vessel’s location. The vessel was not hit by any rounds and continued its voyage.",keep,exclude,
2649,2649,2021-142,"NIGERIA: On 3 June, two speedboats with an undetermined number of armed men onboard intercepted and attacked two underway passenger boats returning to Port Harcourt on Ke community waterways in Degema, Rivers State Local Government Area. The robbers reportedly shot two passengers, who later died, and carted away goods and passengers' personal belongings, including the boats' two 75-horsepower outboard engines.",keep,exclude,
2671,2671,2020-99,"On 30 December, gunmen boarded and kidnapped eight crew members (five Greeks, two Filipinos, and one Ukrainian) from the Greece-flagged tanker HAPPY LADY while anchored 2 miles off Limboh Terminal, Cameroon. One Greek crew member was injured during the attack when a stray bullet from a gunman struck him. He was later taken to a local hospital.",exclude,keep,
2694,2694,2020-294,"On 17 September, four robbers boarded a passenger boat near position 04:43N - 007:34E, transiting between Okrika and Port Harcourt, within the Bonny river. The armed robbers, in a speedboat with an 85-HP engine, intercepted the passenger boat and held the pilot at gunpoint. The robbers removed the passenger boat engine and ordered the pilot to jump overboard. Marine Police were able to subsequently apprehend the robbers.",keep,exclude,
2711,2711,2022-174,"NIGERIA: On 16 July, pirates intercepted and boarded an underway passenger boat with an unknown number of people onboard while in transit on inland waterways from Calabar in Cross River State to Oron Beach in Akwa Ibom State, near position 04-55N 008-17E. According to press reports, the perpetrators stole passengers’ belongings and kidnapped all male passengers, including the boat captain. The female passengers were left in the passenger boat. One of the passengers contacted the authorities, and the Nigerian Navy and Marine Police responded and chased the pirates. The pirates escaped, and released all but two of the kidnapped male passengers. The released passengers were rescued by the Marine Police.",keep,exclude,
2725,2725,2020-151,"On 5 March at 0730 UTC, a skiff with as many as 10 persons approached product tanker STI BOSPHORUS at position 05:211N - 001:31E, 50 NM south of Lome. The tanker took evasive maneuvers, increased speed, and activated fire hoses. The skiff approached less than 1 NM from tanker before breaking off pursuit.",keep,exclude,
2727,2727,2022-145,"VENEZUELA: On 25 May, at 2130 local time, two yachts travelling together were approached and followed by two small boats while underway approximately 97 NM northeast of Gran Roque Island, near position 13-14N 065-35W. The two yachts were in transit from Grenada to Bonaire, Venezuela, when they were followed by the two small boats for almost two hours. When the two small boats came within 100 meters, the yachts increased their speed and performed evasive maneuvers until they got away. The yachts continued their voyage without further incident.",keep,exclude,
2735,2735,2020-27,"On 20 February, a merchant vessel reported a suspicious approach by three skiffs near position 13:37N - 049:42E, 71 NM southeast of al-Mukalla, Yemen.",keep,exclude,
2738,2738,2022-199,"NIGERIA: On 2 September, pirates approached and fired upon a passenger boat while underway from Bille to Port Harcourt in Degema Local Government Area, Rivers State. A spokesperson for the Rivers State police command confirmed one passenger killed and another wounded.",exclude,keep,
2748,2748,2020-179,"On 5 May at 1950 UTC, four robbers in a wooden boat came alongside an anchored product tanker approximately 29 NM northeast of Pulau Bintan at 01:36N - 104:52E. Two of the robbers armed with knives managed to board the tanker using a hook attached with a rope. When the Duty AB on routine rounds encountered the robbers, he immediately informed the bridge. The crew raised the alarm and  mustered. The robbers stole the crew members' UHF radio and fled. When the crew subsequently searched the vessel, they discovered padlocks to four storerooms were broken, but nothing was stolen.",keep,exclude,
2749,2749,2021-90,"On 27 March, a dinghy and outboard motor were stolen from a sailing yacht anchored near Pigeon Island. A police report was made.",keep,exclude,
2750,2750,2024-6,"SOMALIA: On 22 November at 0600 UTC, a group of armed Somali clan members hijacked the Iran-flagged fishing dhow ALMERAJ 1 while underway 90 NM northeast of Eyl. The militia’s reported reason for the hijacking was alleged IUU fishing by the fishing dhow. The dhow’s owner stated that the hijackers have demanded a $400,000 ransom and threatened to conduct further attacks if the ransom went unpaid. On 28 November, EUNAVFOR issued an official statement that Operation ATALANTA has deployed dedicated assets to monitor the dhow’s movements and report its position to maritime traffic.",exclude,keep,
2751,2751,2020-86,"On 20 January, an unknown number of heavily armed pirates boarded a yacht and shot a civilian dead near the coast of Cauca Department in the Pacific Ocean. According to navy officers, the pirates boarded the vessel, which was navigating toward Lopez de Micay, and stole personal belongings from three people before killing one individual. The assailants threw the victim's body into the sea and escaped on a small boat.",exclude,keep,
2754,2754,2022-7,"NIGERIA: On 1 January, an underway passenger boat was boarded and robbed while on transit between Yenegoa and Brass Island, Bayelsa State waterways, near position 04-24N 006-15E. The armed robbers stole passengers’ valuables and the 115 horsepower Yamaha engine. The passengers were left stranded in the creeks and a rescue team was dispatched to assist.",exclude,keep,
2755,2755,2020-97,"On 13 December, several persons attempted to board the Singapore-flagged LPG tanker NIKINSKY near position 36:45N - 003:04E, Port Of Algiers. The vessel was undergoing cargo operations when the duty officer onboard the ship noticed three individuals attempting to board the vessel by using the forward mooring lines. When the ship alarm was activated, the individuals fled. The crew then conducted a stowaway search through the vessel and confirmed that there was no presence of any unauthorized individuals onboard the ship. The incident was then reported to the local port authorities, who boarded the vessel in order to conduct their own investigation.",exclude,keep,
2757,2757,2021-105,"On 12 April, an unknown number of robbers boarded a tanker at Sandakan Port, near position 05:48N — 1 18:04E. A duty crewman heard a noise from the vessel's forecastle and spotted one robber. The alarm was raised and the crew was mustered, which resulted in the perpetrator jumping overboard into a waiting small boat. A full search was conducted, which confirmed the padlock securing the forward bosun store room had been broken, but a robber had been spotted before being able to enter. The search also revealed that the forward anchor bell had been stolen.",exclude,keep,
2760,2760,2023-7,"SAO TOME AND PRINCIPE: On 11 January at 0200 local time, two skiffs made a suspicious approach to an unidentified vessel located approximately 27 NM northwest of Sao Tome Island near position 00-45N 006-20E. The master took evasive action and increased the vessel’s speed causing the skiffs to abandon their approach. The crew and vessel are reported safe.",exclude,keep,
2761,2761,2020-189,"On 11 May at 0345 UTC, robbers boarded a cargo vessel berthed at Takoradi Port at 04:53N - 001 :44W and stole a life raft.",keep,exclude,
2764,2764,2020-44,Robbers boarded a drifting fishing vessel experiencing machinery problems near the mouth of the Sambreiro River. The robbers vandalized the vessel and escaped.,exclude,keep,
2767,2767,2020-158,"On 12 March at 0500LT, two crew members spotted robbers at the forecastle of the Singapore-flagged tanker ENDEAVOUR II anchored in General Santos Harbor at 06:05N - 125:12E. The robbers fled upon hearing the ship�??s alarm. The crew searched the vessel and found a broken padlock to the bosun�??s stores, but nothing was stolen. Port control was notified.",keep,exclude,
2776,2776,2020-75,"On 19 December, a merchant vessel reported a possible mothership towing a skiff near position 03:00N - 003:53E, 150 NM southwest of Brass Nigeria.",exclude,keep,
2778,2778,2020-107,"During routine rounds, a duty crewman aboard Panama-flagged vehicle carrier GALVESTON HIGHWAY anchored at Callao, Peru Anchorage, found the forecastle store room entrance door and a forward hatch cover open.  Upon investigating, the crew discovered three mooring lines missing. Incident reported to Callao port authority.",exclude,keep,
2793,2793,2021-267,"HAITI: On 27 October, at 0837 local time, unknown persons fired several gunshots at a bulk carrier berthed at the Port Au Prince VEP Terminal, near position 18-34N 072-20W. Five armed guards from the terminal who were onboard the bulk carrier retreated to the citadel with the crew. All crew members were reported safe, but the vessel sustained some damage from the gunshots. The incident was reported to the local agents.",keep,exclude,
2838,2838,2024-28,"GULF OF ADEN: On 18 December at 1028 UTC, armed personnel on five small boats approached a vessel approximately 63 NM northeast of Djibouti (exact location not specified). The approach was likely deterred by nearby coalition forces.",exclude,keep,
2842,2842,2020-204,"On 25 May at 0545LT, a robber boarded the anchored Hong Kong-flagged container ship MAERSK REGENSBURG at Banana Anchorage at 06:01S - 012:20E. The duty crewmen raised the alarm when the robber was spotted removing a lashing from the deck. After being detected, the robber fled in a small boat, powered by an outboard motor. The crew subsequently searched the vessel and found nothing missing",exclude,keep,
2845,2845,2021-199,"PHILIPPINES: On 10 July, two robbers boarded the Portugal-flagged container ship AS ROMINA while anchored at Manila Port, near position 14-33N 120-55E. A duty crewman discovered the robbers lowering materials by rope into a motorboat from the forecastle. Upon seeing the duty crewman, the robbers jumped overboard and escaped. An inspection confirmed that the boson’s storeroom was broken into and a number of ship’s items were missing. A maritime patrol was conducted within the area.",exclude,keep,
2848,2848,2023-158,"EGYPT: On 29 September at 1945 local time, the chief officer onboard a bulk carrier berthed at Port Said, near position 31-10N 032-20E, noticed two stevedores exiting from the helicopter store room. When the chief officer called out for the stevedores to stop, they ran away. One stevedore was apprehended with the assistance of a port safety officer. An investigation revealed that ship’s stores and properties had been stolen.",exclude,keep,
2854,2854,2022-144,"MALAYSIA: On 19 May, at 1345 local time, four robbers boarded the Malaysia-flagged barge SINHIN 6 towed by the Malaysia-flagged tug SINHIN 5 in the westbound lane of the Singapore Strait Traffic Separation Scheme (TSS), near position 01-13N 103-29E. The master was initially contacted by the Republic of Singapore Navy about a sampan in the vicinity of the tug. After the notification, the crewmembers sighted the four perpetrators onboard the barge. The robbers later escaped with stolen scrap metal. All crew were reported safe and the tugboat continued towing the barge to its destination. The master reported the incident to the local authorities.",exclude,keep,
2857,2857,2020-279,"On 20 September, a crew member onboard the Liberia-flagged container ship MSC REVENNA  attacked another crew member with a knife. The second crew member suffered stab wounds and subsequently  died from his injuries. The master of the ship persuaded attacker to surrender and locked him in a cabin. He was  arrested upon the ship's arrival at Long Beach - Los Angeles on 22 September.",exclude,keep,
2864,2864,2021-295,"COLOMBIA: On 5 December, at 0006 local time, robbers boarded an anchored product tanker at the port of Buenaventura, near position 03-53N 077-03E. The robbers stole ship's stores before escaping unnoticed.",keep,exclude,
2866,2866,2021-197,"U.S. VIRGIN ISLANDS: On 18 July, robbers stole a dinghy and outboard motor from a sailing yacht anchored in Salt Pond Bay.",keep,exclude,
2882,2882,2021-120,"SAINT MARTIN: On 5 January, robbers boarded an anchored catamaran in Marigot Bay while the crew was asleep. They stole personal electronics, a laptop, binoculars, a search light, sunglasses, a wallet with cash and credit cards, as well as a backpack with other personal items. A report was made to local police. They indicated that this was the fourth such incident recently.",exclude,keep,
2887,2887,2021-297,"GABON: On 13 December, at 0235 local time, an anchored tanker was approached by a small boat with 12 persons onboard in Owendo anchorage, near position 00-17N 009-25E. The crew members shouted and directed their flashlights to the approaching boat. The boat came within about 15 meters before the perpetrators aborted their approach. The Gabonese authorities were informed and dispatched a patrol vessel to secure the area.",keep,exclude,
2889,2889,2022-151,"PANAMA: On 22 May, at approximately 0100 local time, an in-water and locked 9.9HP outboard engine was stolen from an anchored yacht in Linton Bay. It is unknown if a police report was made.",keep,exclude,
2890,2890,2020-25,"On 25 February, the crew of a merchant vessel reported a suspicious approach by 11 skiffs with 4-5 persons onboard each skiff near position 12:13N - 044:06E, 67 NM northeast of Djibouti. The crew reported seeing ladders on the some of the skiffs.",keep,exclude,
2894,2894,2023-180,"SOUTHERN RED SEA: On 19 November at 1415 UTC, Yemen’s Huthi militants hijacked the Bahamas-flagged car carrier GALAXY LEADER 50 NM west of Hodeida, Yemen, near position 14-50N 041-55E. The vessel is beneficially owned by an Israeli shipping group. Video footage showed that armed militants boarded the vessel by helicopter in broad daylight. The militants captured 25 crew members, including Bulgarians, Filipinos, Mexicans, Romanians, and Ukrainians. The ship’s chief security officer reported the vessel had been taken to Hodeida.",keep,exclude,
2904,2904,2021-166,"ANTIGUA AND BARBUDA: On 9 March, robbers boarded a sailing yacht anchored in English Harbor. The robbers stole a dinghy. It was recovered the next morning from a nearby mangrove area, minus the 15-HP Yamaha outboard engine, fuel tank, fuel line and oars. A report was made to the marina and the police.",exclude,keep,
2912,2912,2020-271,"On 7 September, two suspected pirates were arrested by local authorities on Kanakota Island, Samarai-Murua District, Milne Bay province. Police following leads raided the village on the island and rounded up the pirates and confiscated two shotguns. They were suspected of belonging to a gang that attacked and robbed travelers at sea.",keep,exclude,
2913,2913,2022-247,"EQUATORIAL GUINEA: On 13 December at approximately 1007 UTC, pirates hijacked and kidnapped two crew members from a passenger vessel underway approximately 55 NM northwest of Bata, near position 02-48N 008-41E. The two kidnapped crew members are Cameroonian nationals. Following the departure of the pirates with the two hostages, the vessel was reported to be safe and under escort into the port of Douala.",keep,exclude,
2920,2920,2021-75,"NIGERIA: On 5 December, unidentified individuals in a skiff conducted a suspicious approach on the France-flagged LPG tanker VERRAZANE approximately 210 NM south of Lagos, Nigeria near position 02-59N 002-56E When the crew raised the alarm, the accompanying security escort vessel vectored towards the approaching speedboat. The skiff subsequently turned away and departed the area.",keep,exclude,
2943,2943,2022-207,"MALAYSIA: On 17 September at 1650 local time, as many as ten robbers from four sampans boarded a transiting barge towed by a Singapore-flagged tugboat in the westbound lane of the Singapore Strait Traffic Separation Scheme, in position 01-17N 104-09E. The crew noticed persons stealing cargo and raised the alarm. Vessel Traffic Information System was informed, and a patrol boat was sent to investigate. Upon seeing the patrol boat, the perpetrators escaped with stolen scrap metal. The master informed the port operations control center that the crew were safe and no assistance was required. The tugboat continued its voyage to Vietnam.",keep,exclude,
2946,2946,2023-66,"ANGOLA: On 19 April at 0230 local time, one perpetrator boarded an anchored refrigerated cargo ship at Luanda Anchorage near position 08-44S 013-18E. The duty watchman noticed an unauthorized person climb up the anchor chain and through the hawse pipe while another individual waited below on a small boat. The watchman raised the alarm and mustered the crew. Upon seeing the alerted crew, the perpetrator jumped into the water and escaped in the small boat. The master confirmed that all crew were safe and that nothing was reported stolen.",exclude,keep,
2948,2948,2022-130,"DEMOCRATIC REPUBLIC OF THE CONGO: On 6 May, at 2030 local time, three robbers boarded a general cargo ship berthed in the port of Matadi, near position 05-50S 013-25E. The robbers escaped with stolen ship’s properties. The incident was reported to the local authorities.",exclude,keep,
2954,2954,2023-88,"NIGERIA: On 25 May at approximately 1800 local time, an unknown number of perpetrators kidnapped 15 passengers from a local passenger boat transiting from Calabar to Akwa Ibom in the area around the Cross and Calabar Rivers. No ransom demand by the kidnappers has been reported.",exclude,keep,
2955,2955,2022-202,"PHILIPPINES: On 31 August, robbers boarded the berthed Singapore-flagged vehicle carrier NORD ADRIATIC at Batangas Port between 0730 and 2130 local time. The duty crew discovered the robbery while carrying out routine rounds and confirmed that ship’s properties had been stolen.",exclude,keep,
2957,2957,2021-66,"NIGERIA: On 26 November, criminals attacked a passenger boat underway to Port Harcourt on the Andoni River, Rivers State, near position 04-29N — 007:25E. During the attack, the attackers killed one passenger and wounded several others. Some passengers jumped overboard. One of the attackers fell into the water and was later arrested by police. The police identified the criminal as member of a gang that has been terrorizing the Bonny River.",keep,exclude,
2964,2964,2021-277,"NIGERIA: On 15 November, gunmen attacked fishermen in the Ibeno local government area of Akwa Ibom State and carted away eight outboard engines. This latest attack came less than 48 hours after sea pirates attacked fishermen in Itanwa area of Ikot Abasi LGA and stole eight Yamaha outboard engines. (",exclude,keep,
2967,2967,2022-81,"INDONESIA: On 27 January, at 1433 local time, one perpetrator armed with two handguns boarded the underway Indonesia-flagged fishing vessel KM MULYA JAYA RC in the waters of Sungai Pinang District, South Sumatra, near position 04-00S 105-58E. After threatening the crew at gunpoint, the robber accidentally slipped and fell overboard. The captain contacted the local police who responded and arrested the perpetrator.",keep,exclude,
2973,2973,2023-4,"MALAYSIA: On 4 January at 1355 local time, three robbers boarded a barge under tow by a Singapore-flagged tug in the eastbound lane of the Singapore Strait Traffic Separation Scheme (TSS), near position 01-17N 104-10E. The master reported that a quantity of scrap metal was stolen. The crew were reported as safe and the vessel did not require any assistance. The tug and barge continued to their next port call at Jakarta, Indonesia.",keep,exclude,
2977,2977,2024-24,"RED SEA: On 11 December at 2245 UTC, an entity claiming to be the Yemeni Navy ordered a vessel underway in the Red Sea to alter course to a port in Yemen",exclude,keep,
2979,2979,2021-88,"On 13 April, three robbers armed with knives boarded an anchored LPG tanker in Callao Anchorage, near position 12:00S — 077:12W at 19:40 local time. Two robbers assaulted a duty crewman on routine rounds. The alarm was raised and the crew was mustered. Seeing the alerted crew, the robbers escaped with stolen ship's properties. The incident was reported to authorities through a local agent.",keep,exclude,
2982,2982,2023-71,"RED SEA: On 19 April, the Russian-owned motor yacht 30 MINUTES lost contact with its owner while likely  off the coast of Yemen. The vessel reportedly departed Jazan, Saudi Arabia en route to Djibouti with three Russian  nationals and two Egyptians onboard. The owner stated that the yacht’s skipper managed to send a distress call  that the yacht was under attack by armed pirates. EUNAVFOR, UKMTO, and U.S. Fifth Fleet have all told press that  they are investigating the case.",keep,exclude,
2984,2984,2019-72,"AROUND 12NM NW OF TAWI-TAWI ISLAND, PHILIPPINES. TWO SUSPICIOUS HIGH-SPEED BOATS APPROACHED A BULK CARRIER UNDERWAY. MASTER RAISED THE ALARM, CREW MUSTERED AND ACTIVATED PRESSURIZED FIRE HOSES. PHILIPPINES NAVY HAS BEEN CONTACTED BY VHF RADIO. THE SUSPICIOUS BOATS APPROACHED TO A DISTANCE OF 500 METERS FROM THE SHIP AND MOVED AWAY. THE SHIP RESUMED HER PASSAGE TO THE NEXT PORT OF DESTINATION.",keep,exclude,
2985,2985,2021-118,"SAINT MARTIN: At 0340 on 10 January, the owner of a catamaran anchored in Marigot Bay was onboard and heard noise on deck. He found a woman hiding near the mast; she then jumped overboard and swam ashore. A locker had been opened and rifled through, with several items removed but left behind. A police report was made.",exclude,keep,
2993,2993,2020-20,"On 21 January, Indonesian tanker HORIZON MARU was boarded by four men armed with sharp weapons in Kabil waters, eastern Batam Island, Indonesia. The crew managed to fight robbers off, and in the process capture one of the perpetrators. One crewman suffered face injury. Captured robber was handed over to police.",keep,exclude,
3003,3003,2022-224,"INDONESIA: On 9 November at 0444 local time, one robber boarded a barge under tow by a Panamaflagged tugboat in the Phillip Channel of the Singapore Strait, near position 01-08N 103-29E. The robber managed to steal a mooring line before escaping. The master informed the Port Operations Control Centre that all crew was safe and that no assistance was required. The tugboat continued to tow the barge to Vietnam.",keep,exclude,
3035,3035,2023-127,"PERU: On 24 July at 0330 local time, the duty crew on routine rounds onboard an anchored bulk carrier at Callao Anchorage, near position 12-01S 077-12W, discovered a padlock broken and ship’s stores stolen. The crew conducted a search but no unauthorized persons were found onboard. The vessel reported the incident to port control and a patrol boat was dispatched to the ship’s location to search the area.",keep,exclude,
3040,3040,2021-110,"On 30 March, robbers boarded a barge under tow by a tugboat in the Singapore Strait near position 01:12N — 103:31E. Robbers in two boats came alongside the barge, stole an attached buoy, and headed towards Tanjung Pelepas. The master reported the incident via Vessel Traffic Service CH 73.",keep,exclude,
3064,3064,2021-274,"TRINADAD AND TOBAGO: On 29 October, robbers boarded a sailing yacht anchored in Chaguaramas and stole a dinghy with an outboard engine. A report was made to local authorities.",keep,exclude,
3066,3066,2022-131,"REPUBLIC OF THE CONGO: On 2 May, at 0233 local time, a small boat with two people onboard approached a hydrographic vessel anchored at Pointe Noire Anchorage, near position 04-45S 011-49E. The suspicious individuals were casting their flashlights on the vessel, and came within 100 meters when they were noticed by the security team onboard. After being spotted, the two people left the area.",exclude,keep,
3080,3080,2021-255,"HONDURAS: On 11 October, a catamaran traveling from Utila and bound for Shelter Bay Marina, Panama, was approached on the port stern by three launchas at 0930 local time approximately 50 NM off the coast of Honduras, near position 15-41N 082-40W. The three crew members presented themselves on deck with the intent to show menace, displaying what appeared to be a rifle and a barking dog. No weapons were evident in the lead launcha and it fell back, continuing to match the yacht’s speed on the starboard side for a few minutes, then it turned and left on a beam run, followed by the other two launchas. The three launchas carried a total of 11–13 men. The crew continued their passage to Panama without further incident and planned to make official reports to officials there with the aid of marina personnel, as well as to their consulates.",keep,exclude,
3087,3087,2021-183,"PHILIPPINES: On 20 April, robbers boarded the barge BAK DA 55, towed by the Mongolia-flagged tug BAK DA 5 while anchored at South Harbor Anchorage, Manila, near position 14-33N 120-56E at 02:55 local time. Five robbers were spotted transferring timber from the barge to a motor boat. The duty security guard raised the alarm, causing the perpetrators to jump overboard. A search was completed by the master and crew which resulted in the rescue of one robber from the water. The port state control and Philippine coast guard were informed of the incident and a vessel was dispatched to the location, resulting in the arrest of the perpetrator who had been rescued. It was reported that some cargo items had been stolen by the remaining perpetrators, including oil, and twenty-seven pieces of timber.",exclude,keep,
3096,3096,2022-178,"BANGLADESH: On 12 July, at 1200 local time, a boat with seven armed robbers onboard attempted to board the Malta-flagged heavy lift vessel BLUE MARLIN anchored in Mongla Anchorage, near position 21-56N 089-31E. The crew spotted the robbers, the alarm was raised, and the port authority was notified. A coast guard vessel was subsequently dispatched, and the perpetrators fled the area. Reporting indicates that the local law enforcement arrested and detained the seven suspects and their boat.",exclude,keep,
3109,3109,2021-115,"NIGERIA: On 22 December, the crew of the Singapore-flagged tanker BW PAVILION LEEARA reported a suspicious approach by a speedboat approximately 121 NM southwest of Brass, Nigeria, near position 02-26N 005-24E. When the speedboat approached the tanker on the port side, the Captain increased speed, altered course, and notified his company. The speedboat subsequently changed course and increased speed to continue its pursuit of the tanker. During the incident, the crew mustered in the citadel, apart from the Captain and two other crew members who remained on the bridge. The speed boat aborted the chase after 45 minutes.",exclude,keep,
3110,3110,2021-126,"BRAZIL: On 13 January, robbers boarded a bulk carrier berthed at Santana Port, near position 00-04S 051-10W. The robbery was discovered by duty crew on routine rounds. The robbers were able to board the bulk carrier, steal ship's property, and escape undetected. The crew notified the local police, who subsequently boarded the bulk carrier to carry out an investigation.",keep,exclude,
3122,3122,2020-21,"On 13 January, a duty watchman on routine rounds onboard a bulk carrier anchored near position 05:30S - 105: 1 7E, Panjang Anchorage, noticed the steering room lock was open and ship's engine spares were missing. Incident was  reported to local agent.",keep,exclude,
3123,3123,2023-141,"INDONESIA: On 9 August at 0335 local time, three unarmed robbers boarded the underway Cyprus-flagged bulk carrier SOPHOCLES GRAECIA in the eastbound lane of the Singapore Strait Traffic Separation Scheme (TSS), near position 01-04N 103-42E. Crew discovered the perpetrators in the engine room. The alarm was raised and crew mustered. A search of the ship found no further sign of the robbers onboard. The master reported that all crew were safe and that main engine spare parts were missing. Crew conducting a subsequent security check of the vessel found a plastic molded replica toy gun. The ship reported the incident to the local authorities, Singapore Police Coast Guard boarded and searched the ship after it arrived in port.",exclude,keep,
3124,3124,2020-202,"On 3 June at 1600LT, armed men in a speedboat hijacked a passenger boat transiting from Port Harcourt to Ke Clan, Degema near the Namasibi axis of the New Calabar River at 04:28N - 006:57E. During the hijacking, the pirates ordered the passengers to jump into the river. The 13 passengers who could swim jumped into the river. The pirates subsequently hijacked the passenger boat with the two remaining female passengers and an infant still onboard. As of 8 Figure 2. West Africa Piracy and Maritime Crime UNCLASSIFIED UNCLASSIFIED 4 June, media reported the whereabouts of the women and infant remained unknown.",exclude,keep,
3125,3125,2021-91,"On 26 March, robbers stole a small outboard motor from a dinghy alongside an occupied yacht anchored near Hog Island.",exclude,keep,
